SA1_7DIGITCODE_2016	employmentToPopulation
3140015	42.3
3140105	44.7
3140106	69.5
3140107	59.2
3140109	47.5
3140110	26.4
3140111	84.2
3140114	48
3140115	51.4
3140116	62.2
3140201	27.4
3140203	51.7
3140204	32.9
3140205	24.8
3140206	28.2
3140207	34.5
3140208	42.8
3140209	49
3140210	19
3140212	31.9
3140213	31.1
3140214	36.9
3140215	41.1
3140216	36
3140217	34.5
3140301	64.4
3140303	75.2
3140306	71.6
3140308	74.6
3140309	74.4
3140310	77.4
3140311	72
3140312	82
3140313	74.1
3140314	79.6
3140402	39.1
3140403	53.9
3140404	44.1
3140405	45.2
3140406	37.1
3140407	32.3
3140408	68.6
3140409	56.5
3140410	54.1
3140411	58.7
3140412	74.1
3140501	64.4
3140502	57.5
3140503	50.9
3140504	67.9
3140505	57.9
3140506	65.7
3140507	62.9
3140508	75.1
3140509	67.1
3140510	64
3140511	66.9
3140512	64.2
3140513	65.6
3140514	70.8
3140515	63.9
3140516	63.9
3140517	82.9
3140518	78
3140519	58.1
3140520	56.2
3140521	64.5
3140522	63.1
3140523	64.9
3140524	52.3
3140525	66.7
3140526	62
3140527	74.4
3140528	69.7
3140529	74.7
3140530	83.7
3140531	74.9
3140532	67.4
3140534	56.9
3140535	60.1
3140536	66.2
3140537	70.3
3140538	60.9
3140539	67.8
3140540	59.2
3140541	68.8
3140542	67.8
3140543	64.6
3140544	64.8
3140545	38.8
3140546	64.6
3140547	42.1
3140548	46.6
3140549	71.6
3140550	55.3
3140551	67.1
3140601	61
3140602	66.5
3140603	55
3140604	65.1
3140605	42.7
3140606	70.2
3140607	78.1
3140608	68.6
3140609	49.2
3140610	57.8
3140611	61.1
3140701	100
3140702	64.7
3140703	61.7
3140704	52.9
3140705	56.5
3140706	65.3
3140707	66.4
3140709	66.1
3140710	76.8
3140711	72.3
3140712	76.9
3140713	91.2
3140714	64.1
3140801	58.8
3140802	71.8
3140803	58.1
3140804	59.8
3140805	63.3
3140806	83.7
3140807	62.2
3140808	63.4
3140809	54.3
3140810	75.3
3140811	58.2
3140812	41.4
3140813	53.3
3140814	85.2
3140815	79.8
3140816	53.3
3140901	57
3140902	73.5
3140903	86.8
3140904	57.1
3140905	62.9
3140906	47.9
3140907	54.4
3140908	54.5
3140909	64.1
3140910	63
3140911	61.3
3140912	59.1
3140913	71.9
3140914	53.1
3141001	63.1
3141002	52
3141003	54.7
3141004	66.1
3141005	56
3141006	68.8
3141007	72.4
3141008	68.6
3141101	70.9
3141102	64.7
3141104	73.6
3141105	58.4
3141106	46.3
3141107	54.1
3141108	29.3
3141109	72.9
3141110	77.1
3141111	51.3
3141112	69.5
3141201	64.7
3141202	63.8
3141203	63.2
3141204	75.5
3141205	62.3
3141206	56.4
3141207	71.9
3141208	73.6
3141209	58.9
3141210	77.7
3141211	72.5
3141212	74.5
3141213	54.4
3141214	61.9
3141301	65.9
3141302	55.4
3141303	2.9
3141304	58.4
3141305	53.3
3141306	60.6
3141307	49.7
3141308	42.9
3141309	55.5
3141310	49.7
3141311	50.7
3141312	33.6
3141313	40.1
3141314	60.5
3141315	32.3
3141316	64.2
3141317	65.2
3141318	58.9
3141319	56.1
3141320	43.8
3141321	57.5
3141322	56.6
3141323	56.2
3141324	63.1
3141325	58.2
3141326	21.9
3141327	32.4
3141328	22.3
3141329	56.1
3141330	48.3
3141331	58.5
3141332	63.9
3141333	69.8
3141334	51.1
3141335	59.5
3141336	73.1
3141401	62.8
3141402	61.5
3141403	63.8
3141404	65.8
3141405	66
3141406	64.9
3141407	57
3141408	56.4
3141409	57.1
3141410	53.6
3141411	57.2
3141412	65.3
3141413	68.3
3141414	63.1
3141415	64.2
3141416	65.2
3141418	2.9
3141419	59.8
3141420	56
3141421	51.9
3141422	70.6
3141423	68.8
3141424	73.9
3141425	69.9
3141426	69.6
3141427	55
3141428	62.4
3141429	53.5
3141431	55.9
3141432	60.1
3141435	49.2
3141436	54
3141437	53.8
3141438	52.1
3141439	66.8
3141440	64.7
3141501	57.7
3141502	67
3141503	64.5
3141504	70.9
3141505	63.5
3141506	60.6
3141507	51.7
3141508	58.2
3141509	60.5
3141510	59.5
3141511	68.2
3141512	70
3141513	67.1
3141516	73.7
3141517	67.2
3141518	79.7
3141519	72.5
3141602	3.8
3141603	39.9
3141604	57.5
3141605	59.8
3141606	64.8
3141607	31.9
3141608	62
3141609	41.5
3141610	65.2
3141611	64.9
3141612	62.7
3141613	63.2
3141614	67.1
3141615	67.1
3141616	70.4
3141617	73.2
3141619	45.2
3141620	68.7
3141621	65.6
3141701	35.3
3141702	59.8
3141703	56.8
3141704	41.6
3141705	55.9
3141706	37.7
3141707	58.8
3141708	50
3141709	52.7
3141710	59.8
3141711	62.7
3141712	63.9
3141713	54.4
3141714	62.8
3141715	53.1
3141716	51.3
3141717	61.1
3141719	65.2
3141720	46.9
3141721	53.8
3141722	62.2
3141723	59.2
3141724	61.1
3141725	57
3141802	57.1
3141803	51.1
3141804	48
3141805	54.3
3141806	46
3141807	53.4
3141808	50.2
3141809	53.7
3141810	55.8
3141812	62.2
3141813	62.2
3141814	56.4
3141815	60.2
3141816	62.5
3141817	54.8
3141818	39.5
3141901	48.5
3141902	55.2
3141903	51.8
3141904	44.9
3141905	45.7
3141906	52
3141907	43.2
3141908	35.1
3141909	40
3141910	36.5
3141911	34.5
3141912	7.5
3141913	18.4
3141914	44.9
3141916	41.5
3142001	60.1
3142002	14.8
3142003	57.6
3142004	3.9
3142005	70.7
3142006	68.3
3142007	68.7
3142008	54.5
3142010	62.7
3142012	58.3
3142013	55
3142015	61.5
3142016	55.1
3142017	62.4
3142018	14.8
3142019	16.7
3142020	58.2
3142021	54.8
3142022	66.2
3142024	61.5
3142025	64.5
3142026	64.5
3142027	68.8
3142028	34.3
3142029	56.2
3142030	21.4
3142031	65.3
3142032	58.8
3142033	65.5
3142034	64.8
3142035	65.4
3142036	67.4
3142037	59.7
3142038	66.9
3142039	39.9
3142040	58.4
3142041	65.6
3142101	43.8
3142102	43.6
3142103	46.2
3142104	46.9
3142105	55.7
3142106	47.4
3142107	41.6
3142108	44.1
3142109	34.3
3142110	44.7
3142111	41.5
3142112	31.8
3142113	32.9
3142115	43.6
3142116	48.6
3142117	46.3
3142118	36
3142119	40.3
3142120	44.7
3142121	35.9
3142122	58.3
3142123	35.2
3142124	48.7
3142125	58.1
3142127	53.9
3142128	34.8
3142201	50.6
3142202	60.3
3142203	60.1
3142204	52
3142205	55.5
3142206	70.3
3142207	57.7
3142208	51.4
3142209	38.8
3142210	47.6
3142211	45.9
3142212	49.5
3142213	60.9
3142214	56.3
3142215	61.5
3142216	61.7
3142217	42
3142218	54
3142219	50.2
3142220	40
3142302	60.5
3142303	60.9
3142304	63.6
3142305	64.6
3142306	60.5
3142307	29.1
3142308	53.8
3142309	25.8
3142311	49.6
3142313	48.6
3142314	55.7
3142315	63.4
3142316	63.6
3142317	61.4
3142318	59.6
3142319	58.7
3142320	61.8
3142321	17
3142323	58.9
3142324	175
3142325	62
3142326	65.5
3142327	59.9
3142328	61.9
3142329	61.7
3142401	55.9
3142402	61.7
3142403	53.6
3142404	52.4
3142405	31.7
3142406	57.5
3142407	61
3142408	63
3142409	61.5
3142410	53.6
3142411	64.5
3142412	64.1
3142501	48.5
3142502	37.5
3142503	53.4
3142504	48.9
3142505	50.2
3142506	59.3
3142507	51.6
3142508	51.6
3142509	59.3
3142510	52.9
3142511	62.7
3142512	51.4
3142513	49.2
3142514	59.1
3142515	60.3
3142517	61
3142518	66.3
3142519	62.5
3142520	71.1
3142521	62.9
3142522	67.4
3142523	55.9
3142524	66.9
3142525	53.2
3142526	63.1
3142528	52.5
3142530	62.3
3142532	57.5
3142533	54.1
3142534	34.3
3142535	54.9
3142536	69.5
3142537	68.8
3142538	66
3142539	62.1
3142601	48.5
3142602	47.4
3142603	60.2
3142604	60.7
3142605	46.3
3142606	58.2
3142607	46.5
3142608	58.9
3142609	100
3142610	61.9
3142611	65.1
3142612	56.1
3142613	56.5
3142614	56
3142615	56.3
3142616	57.2
3142617	60.1
3142618	43.2
3142619	63.6
3142620	53
3142621	58.6
3142623	65.8
3142624	59.1
3142625	59.2
3142626	65.9
3142627	25.9
3142628	54.5
3142701	51
3142702	57.6
3142703	53
3142704	50.9
3142705	43.1
3142706	52
3142707	44.1
3142708	53.8
3142709	57.1
3142710	44.8
3142711	49
3142712	51.4
3142713	47.1
3142714	68.6
3142715	64
3142716	57.9
3142717	62
3142718	0.8
3142719	43.9
3142720	56.5
3142721	56.9
3142722	58
3142723	61.8
3142725	42.7
3142726	57.1
3142727	50.2
3142728	49.6
3142729	40.5
3142730	63.1
3142731	67.4
3142732	54.5
3142733	63.8
3142734	61.7
3142735	33.4
3142736	56.6
3142737	21.7
3142738	48.3
3142739	55.7
3142740	56
3142742	57.4
3142743	53.5
3142744	57.1
3142745	60.4
3142801	52.6
3142802	36.6
3142803	55.3
3142804	66.1
3142805	53.9
3142806	57.4
3142807	42.2
3142808	44.1
3142809	58.5
3142810	62.9
3142811	57.1
3142812	59.2
3142813	59.2
3142814	59.2
3142815	63.8
3142816	58.6
3142817	54.6
3142818	57.4
3142819	53.4
3142820	67.2
3142821	35.2
3142822	56.9
3142823	52.7
3142824	56.2
3142825	67.6
3142826	55
3142827	54.4
3142828	62.8
3143401	4.7
3143402	48.8
3143403	47.3
3143404	49
3143405	52.7
3143406	42.5
3143407	48.7
3143410	47
3143411	52.6
3143412	58.1
3143413	52.7
3143414	56.1
3143502	37.7
3143503	44
3143504	42.8
3143505	46.7
3143506	47
3143507	43.7
3143508	45.6
3143509	16.7
3143510	28.8
3143512	42
3143513	50.8
3143514	52.6
3143515	45.9
3143516	51.4
3143517	43.2
3143518	47.3
3143519	58.1
3143520	3.4
3143521	64.1
3143524	62.1
3143701	59.5
3143702	73.2
3143703	58.9
3143704	55.5
3143705	62.6
3143706	73.9
3143707	60.9
3143708	59.1
3143709	60.9
3143710	68.1
3143712	57.3
3143714	58.2
3143716	43.8
3143717	57.9
3143718	52.9
3143719	61.4
3143720	54.8
3143721	50.9
3143801	46.4
3143802	49.7
3143803	49.4
3143804	54.4
3143805	53.7
3143806	55.2
3143807	29.9
3143808	56.5
3143809	52.1
3143810	54.5
3143811	57.8
3143812	15.9
3143813	46
3143814	42.7
3143815	50.2
3143816	20.1
3143817	50.1
3143818	50.9
3143819	61.1
3143820	51.2
3143821	30.2
3143822	51.3
3143823	47.5
3143824	53.2
3143827	38.1
3143828	61.6
3143829	50.8
3143901	54.3
3143902	54.2
3143903	60.7
3143904	48.5
3143905	59.8
3143907	49.2
3143908	43
3143910	58.4
3143912	53.9
3143913	58.9
3143914	55.5
3143915	59.2
3143916	51.3
3143917	52.6
3143918	64.1
3143919	43.7
3143920	45.8
3143921	61.7
3144001	45.7
3144002	51
3144003	44
3144004	35.7
3144005	45.1
3144007	34.4
3144008	42.4
3144009	43.3
3144010	51.8
3144011	43.5
3144012	54.4
3144013	52.4
3144014	53.4
3144015	44.5
3144016	47.8
3144017	47.8
3144018	49.4
3144019	46.2
3144020	30.9
3144021	42.7
3144022	44.9
3144023	44
3144024	48.7
3144101	55.2
3144103	68.5
3144104	42.1
3144105	53.4
3144106	54.4
3144107	62.6
3144109	58.7
3144110	56.6
3144111	51.3
3144112	56.3
3144113	51.5
3144114	59.5
3144115	52.1
3144116	61.6
3144117	52.5
3144201	60.1
3144202	60.2
3144203	53.1
3144204	59.6
3144205	60.7
3144206	55.3
3144207	45.9
3144208	51.6
3144209	58.8
3144210	58.8
3144212	52
3144213	57.4
3144214	63.9
3144215	60
3144216	52.8
3144217	61.4
3144218	59.2
3144219	37.3
3144220	59.6
3144221	56
3144222	52.2
3144223	67.1
3144224	58.6
3144225	55.8
3144226	67.4
3144227	59.5
3144229	59.5
3144230	65.1
3144231	60.5
3144301	59.8
3144302	33.8
3144303	43.4
3144304	37.2
3144305	42
3144306	42.6
3144307	43
3144308	50
3144309	57.2
3144310	43.5
3144311	53.4
3144313	56.6
3144314	47.9
3144315	58.3
3144316	48.7
3144317	55.8
3144318	52.2
3144319	39.8
3144320	51.9
3144401	60.2
3144402	65.2
3144403	55.9
3144404	58.7
3144405	47.8
3144406	51.6
3144407	53
3144408	57.7
3144409	62.5
3144410	60.1
3144411	64.1
3144412	60.7
3144413	65.9
3144414	56
3144415	56.6
3144416	51.9
3144417	53.6
3144418	53.1
3144419	59.6
3144420	63.9
3144421	61.4
3144422	56.2
3144423	57.2
3144424	64
3144425	61.6
3144426	23.2
3144427	57.7
3144428	57.1
3144501	59.2
3144502	60.7
3144503	58.1
3144504	71.3
3144505	58.8
3144506	65.4
3144509	86.9
3144510	63.2
3144511	59.2
3144512	57.7
3144513	54.8
3144514	61.1
3144515	66.9
3144516	70.9
3144517	70
3144521	72.8
3144522	69.7
3144601	53.4
3144602	48.7
3144603	62.1
3144604	49.4
3144605	60.8
3144606	55.6
3144607	49.9
3144608	19.4
3144609	45.9
3144610	37.5
3144611	63.4
3144613	62
3144614	52.2
3144615	59
3144616	53.7
3144617	47.9
3144618	53.7
3144619	69.2
3144620	60.2
3144621	52.6
3144622	64.9
3144623	55.1
3144624	54
3144625	49.2
3144626	28.4
3144627	15
3144628	55.2
3144629	50.7
3144630	49.1
3144631	43
3144701	64.4
3144702	50.6
3144703	59.3
3144704	11
3144705	53.5
3144706	58.1
3144707	52.7
3144708	54.3
3144709	53.6
3144710	36.9
3144711	56.8
3144712	53.4
3144713	60.2
3144714	48.4
3144715	58.8
3144716	56.3
3144717	63.3
3144718	48.1
3144719	46.8
3144720	49.9
3144721	30.8
3144722	30.6
3144801	50.4
3144802	56.8
3144803	54.8
3144804	21.1
3144805	47.6
3144806	50
3144807	42.3
3144808	48.3
3144809	51.6
3144810	42.1
3144811	50.9
3144812	59.9
3144813	36.8
3144814	43
3144815	43.7
3144816	55.7
3144818	39
3144819	52
3144820	69.4
3144901	70.3
3144902	60.1
3144903	70.6
3144904	64.6
3144905	60.2
3144906	69.6
3144907	62.6
3144908	70.9
3144909	54.3
3144910	61.1
3144911	59.7
3144912	57.7
3144913	68.9
3144915	72.5
3144916	69.4
3145001	68.6
3145002	54.5
3145004	57.2
3145006	64.6
3145008	49.6
3145009	65
3145010	63.2
3145011	63.6
3145012	68.2
3145013	49.2
3145014	52.1
3145015	53.5
3145016	63.6
3145017	70.4
3145018	52.7
3145019	57.4
3145020	63.3
3145021	72.8
3145023	70.1
3145024	57.1
3145025	53.5
3145026	69.9
3145027	58.9
3145028	61.9
3145029	63.1
3145030	75.6
3145031	65.4
3145032	62.9
3145033	70.9
3145034	57.6
3145035	62.6
3145036	67.4
3145101	48.8
3145102	51.6
3145103	55.7
3145104	49.7
3145105	66.3
3145106	68.8
3145107	71.3
3145108	61.1
3145109	65.8
3145110	40.8
3145111	49
3145112	60.7
3145113	58.9
3145114	60.9
3145115	70.8
3145116	56.8
3145117	51.4
3145118	65.8
3145119	55.7
3145120	61.8
3145121	56.3
3145122	52.8
3145123	60.2
3145124	44.2
3145125	63.1
3145126	51.1
3145128	65.2
3145129	54.5
3145130	50.2
3145131	60.6
3145132	56.8
3145133	57.8
3145134	64.4
3145135	65.7
3145201	29.3
3145203	53.9
3145204	59.3
3145205	59.6
3145206	58.5
3145207	61.3
3145208	60.8
3145209	63
3145210	55.9
3145211	66.1
3145212	58.4
3145213	66.5
3145214	63.3
3145215	61.2
3145216	31
3145217	48.8
3145218	74.4
3145219	70
3145301	55.1
3145302	48.8
3145303	56.8
3145304	51.8
3145305	54.2
3145306	44.8
3145307	57.5
3145308	57.8
3145309	51.2
3145310	54
3145311	52.7
3145312	59.8
3145313	63.9
3145314	57.4
3145315	45.5
3145316	51.5
3145317	53.1
3145318	47.3
3145319	46.5
3145320	53.2
3145321	47.7
3145322	52.5
3145323	53
3145324	55.5
3145325	57.3
3145401	50.7
3145402	44.2
3145403	52.7
3145404	62
3145405	67.6
3145406	53.8
3145407	63.8
3145408	43.5
3145409	43.9
3145410	55.5
3145411	58.7
3145412	41
3145413	52.8
3145414	38.6
3145415	66.1
3145501	58.6
3145502	64.5
3145503	36.8
3145504	55.7
3145505	50
3145506	52.5
3145507	60.4
3145508	55.5
3145509	59.2
3145510	53.4
3145511	54.5
3145512	58.5
3145513	57.1
3145514	59.3
3145515	47.7
3145516	58.9
3145517	54
3145518	45.4
3145519	59.9
3145520	56.1
3145521	81.8
3145522	61.8
3145523	66.2
3145601	48.1
3145602	49.3
3145603	55.8
3145604	47
3145605	30.6
3145606	38.7
3145607	53.3
3145608	54.4
3145609	52.8
3145610	54
3145611	57.6
3145612	50.9
3145613	56.6
3145614	56.3
3145615	50.6
3145616	52.4
3145617	50.8
3145618	56.8
3145619	53.2
3145620	60.4
3145621	54.5
3145622	51.8
3145623	60.7
3145624	53
3145625	56.3
3145626	47.1
3145627	58.2
3145628	54.6
3145629	42.1
3145630	61.6
3145631	54.5
3145632	71.1
3145633	64.2
3145634	55.7
3145635	53.2
3145636	53.8
3145637	30
3145701	61
3145702	66.8
3145703	48.4
3145704	56.6
3145705	63.5
3145706	67.9
3145707	74.9
3145708	57.8
3145709	63.4
3145710	54.5
3145711	46
3145712	60.7
3145713	56
3145714	66.7
3145715	50.7
3145716	56.7
3145717	54.4
3145718	65.9
3145719	63.2
3145720	71.2
3145721	44.3
3145722	60.7
3145723	59.9
3145724	66.8
3145725	62.6
3145726	33.3
3145727	56.9
3145728	51.4
3145801	65.1
3145803	60.7
3145804	66.5
3145805	55.2
3145806	63.3
3145808	70.4
3145809	63.3
3145810	64.8
3145811	70.3
3145812	70.7
3145813	71.1
3145816	65.3
3145817	52.5
3145818	59
3145819	61.3
3145820	67.5
3145821	65
3145822	58.3
3145823	68
3145824	66.1
3145825	57
3145826	65.6
3145827	27.3
3145828	75.4
3145829	63.4
3145830	42.2
3145831	67.9
3145832	73.9
3145833	73.5
3145834	69.8
3145835	73.2
3145836	48.3
3145837	56.8
3145901	51
3145902	58.3
3145903	54
3145904	60.1
3145905	45.8
3145906	52.5
3145907	56.2
3145908	35.2
3145909	52.5
3145910	47
3145911	48.9
3145912	48.4
3145913	59.7
3145914	58.9
3145915	67.2
3145917	47.4
3145918	46.1
3145919	9.7
3145920	57.3
3145921	64.3
3145922	3.3
3145923	49.5
3145924	42.8
3145925	41.2
3145926	47.3
3145927	44
3145928	75
3145929	46
3145930	45.6
3145931	46.9
3145932	55.9
3145933	52.7
3145934	52.2
3145935	50
3145936	46.4
3145937	44.9
3145938	20.9
3145939	55.3
3146001	54.1
3146002	54.2
3146003	55.2
3146004	49.2
3146006	43.4
3146007	46.6
3146008	54.5
3146009	43.6
3146010	56.1
3146011	46.8
3146012	56.7
3146013	50.2
3146014	52.4
3146015	45.5
3146016	51.9
3146017	47.6
3146018	69
3146019	74.8
3146020	54
3146021	53.3
3146022	65.7
3146023	63.8
3146024	67.5
3146025	51.8
3146101	47
3146102	50.5
3146103	47.1
3146104	69.7
3146105	59.4
3146106	75.6
3146107	59.6
3146108	71.9
3146109	68.1
3146110	60.4
3146111	52.5
3146112	64.3
3146113	77.3
3146114	70
3146115	70.5
3146116	40.7
3146117	53.5
3146118	52.9
3146119	61.7
3146120	54.3
3146121	50
3146122	57.4
3146123	48.1
3146124	37.2
3146125	55.4
3146201	52.2
3146202	42.9
3146203	43.4
3146204	44.4
3146205	41.3
3146206	55
3146207	39.7
3146208	63.1
3146209	51.3
3146210	40.8
3146211	35.3
3146212	39.5
3146213	41.4
3146214	51.9
3146215	45.8
3146216	45.5
3146217	41.5
3146218	41.3
3146219	41.2
3146220	41.6
3146221	50.2
3146222	56.5
3146223	49.5
3146224	45.9
3146302	65.2
3146303	61
3146304	42.7
3146305	58.9
3146306	56
3146307	48.9
3146308	56.7
3146309	60.6
3146310	43.1
3146311	54.4
3146312	44.4
3146313	53.3
3146401	48
3146402	47.7
3146403	43.5
3146404	44.7
3146405	43.1
3146406	50.3
3146407	45.7
3146408	43.7
3146409	49.5
3146410	52.8
3146411	39.6
3146412	65.6
3146413	59
3146414	40.3
3146501	61.3
3146502	59.1
3146503	60.2
3146504	40.6
3146505	34.1
3146506	35.6
3146507	66.4
3146508	62
3146509	51.1
3146510	62.5
3146511	80
3146512	53.9
3146513	61.8
3146514	53.6
3146515	53.2
3146516	59.4
3146517	57.4
3146518	63.3
3146519	40.2
3146520	35.6
3146601	29.2
3146701	53.4
3146702	45.8
3146704	49.3
3146705	52.1
3146706	57.3
3146707	55.8
3146708	58.6
3146709	63.8
3146710	53.3
3146711	49.8
3146712	52.1
3146713	47
3146715	41.4
3146716	38.2
3146717	45
3146801	64
3146802	54.6
3146804	59.8
3146805	53.9
3146806	65.4
3146807	69.2
3146808	58.7
3146810	72.6
3146811	58.9
3146812	70.8
3146813	59.1
3146815	74.3
3146816	66.5
3146817	66.9
3146818	69.4
3146819	69.8
3146820	63.6
3146821	77
3146822	72.9
3146823	67.3
3146824	61.1
3146825	59.9
3146826	63.1
3146827	65.5
3146828	66.3
3146829	64.4
3146901	62.5
3146902	55.1
3146903	61.5
3146904	50.9
3146905	27.5
3146906	63.1
3146907	66
3146908	3.6
3146909	61.1
3147001	71.4
3147002	62.5
3147003	61.9
3147004	67.2
3147007	65.5
3147008	59
3147012	70.5
3147013	66.1
3147014	74.9
3147015	53.6
3147016	77.3
3147017	78.7
3147018	71.5
3147019	72.9
3147020	73
3147021	72
3147022	70.5
3147101	35
3147102	51.1
3147103	50.8
3147104	49.6
3147105	49.4
3147106	66.8
3147107	53.9
3147108	58
3147109	59.3
3147110	42.2
3147111	65.2
3147112	53.8
3147113	55.7
3147114	51.4
3147115	56.7
3147117	62.7
3147118	59.3
3147119	44.1
3147120	55.8
3147121	51.8
3147122	68
3147123	53.5
3147125	63.4
3147126	33.5
3147127	63.5
3147128	28.9
3147129	55.8
3147130	5
3147131	48.2
3147201	55.3
3147202	38.7
3147203	45.3
3147204	52.8
3147205	59.5
3147206	55.3
3147207	57.3
3147208	62
3147209	54.8
3147210	50.2
3147211	42.4
3147212	58.5
3147213	50.9
3147214	38.7
3147215	58.5
3147216	50.3
3147301	67.6
3147302	70.1
3147304	63.5
3147305	63.3
3147306	65.2
3147309	66.6
3147310	69.7
3147311	56.9
3147313	58.3
3147314	70.4
3147316	56.7
3147317	46.9
3147318	62
3147319	41.4
3147321	62.3
3147322	71.1
3147323	62.8
3147324	64.5
3147325	67.7
3147326	57.6
3147327	60.7
3147328	49.7
3147329	59.8
3147331	69.7
3147332	65.6
3147333	50.2
3147334	70.9
3147335	65.3
3147336	57.7
3147337	75.3
3147338	59.1
3147339	74.4
3147340	75.2
3147341	72.2
3147342	75.8
3147343	71
3147344	74.7
3147345	77.1
3147346	69.2
3147347	77.2
3147348	77.9
3147349	72.9
3147350	59.6
3147351	59.6
3147352	63.2
3147401	52.1
3147402	59.3
3147403	68.4
3147404	73.8
3147405	73.3
3147406	74.9
3147407	70
3147408	70
3147409	67.8
3147410	71.6
3147411	23.2
3147412	64.6
3147414	52.8
3147415	62.5
3147416	65.6
3147501	54.3
3147502	53.3
3147503	62.3
3147504	60.6
3147505	51.2
3147506	60.4
3147507	58.4
3147508	58.5
3147509	61.1
3147510	33.3
3147511	47.2
3147512	47.8
3147513	35.8
3147514	85.1
3147515	29.8
3147516	50.7
3147517	51.7
3147601	63.4
3147602	47.1
3147603	52.6
3147604	54
3147605	59.3
3147606	53.9
3147607	48.7
3147608	53.4
3147609	54.5
3147610	46.4
3147611	58.7
3147612	37.2
3147613	64.8
3147614	61.8
3147615	54.3
3147616	61
3147617	59.5
3147618	57.7
3147619	42.9
3147620	47
3147621	56.5
3147701	51.4
3147702	53.6
3147703	44.5
3147704	49.2
3147705	49.7
3147706	41.7
3147707	47.9
3147708	31.1
3147709	44.2
3147710	44.7
3147711	61.7
3147801	58.6
3147802	65.3
3147803	55.4
3147804	68.9
3147805	52.6
3147806	52.8
3147807	80
3147808	57.2
3147809	57.2
3147810	66.7
3147811	60.8
3147812	53.4
3147813	58.2
3147814	62.3
3147815	59.8
3147901	47.6
3147902	55.2
3147903	53.6
3147904	53.1
3147905	57.8
3147906	70.4
3147907	58.3
3147908	64.8
3147909	58.5
3147912	63.7
3147914	47.5
3147915	53.9
3148001	36.6
3148003	53.4
3148004	66.7
3148005	61.2
3148006	49.2
3148007	47.8
3148008	47.9
3148009	59.7
3148011	50.5
3148012	71.2
3148013	42.3
3148014	58.5
3148015	55.3
3148016	49.9
3148017	45.3
3148018	47.1
3148019	57.6
3148021	52.7
3148022	62.5
3148023	56.4
3148024	63.9
3148025	49.4
3148026	62
3148027	76.3
3148028	63.9
3148029	42.5
3148101	55.5
3148102	60.7
3148103	57.4
3148104	49.3
3148105	56.3
3148106	52.9
3148107	59.4
3148108	58.3
3148109	38.4
3148110	57.4
3148111	58.2
3148112	56.7
3148113	56.5
3148114	63.1
3148115	51.1
3148116	48.7
3148117	56.1
3148118	37.8
3148119	49.6
3148120	24.8
3148121	54.9
3148122	28.9
3148123	36.8
3148124	38.3
3148201	64.1
3148202	58.8
3148203	71.3
3148204	74.4
3148205	67.5
3148206	64.8
3148207	68.9
3148208	67.4
3148209	61.1
3148211	68.1
3148212	43
3148213	59.3
3148214	57.7
3148215	54.8
3148217	70.5
3148218	62.8
3148219	59
3148220	70.5
3148221	67.4
3148222	57.9
3148223	49.9
3148224	65.9
3148225	67.4
3148226	64.1
3148227	62.6
3148228	70.6
3148229	87.1
3148230	81.2
3148231	67.1
3148232	62.3
3148233	56
3148234	57.4
3148235	69.8
3148236	70.5
3148237	65.6
3148238	60.7
3148239	63.9
3148240	74.5
3148241	69.5
3148242	64.8
3148243	60.3
3148244	65.4
3148245	72.1
3148247	63.5
3148248	56.1
3148301	43
3148302	45.8
3148304	52.8
3148305	63.9
3148306	52.1
3148308	36.4
3148310	50
3148311	29.6
3148312	42.9
3148401	55.4
3148402	62.2
3148403	67.1
3148404	59.5
3148405	61.8
3148408	52.1
3148410	71.4
3148411	74.2
3148412	75.4
3148413	65.1
3148415	69.3
3148416	61.1
3148418	69.6
3148419	73.1
3148420	64.8
3148422	58.7
3148423	70.7
3148424	77.4
3148425	74.3
3148501	57.8
3148502	55.7
3148503	54.1
3148504	24.6
3148505	55.6
3148506	63.9
3148507	49.6
3148508	61.3
3148509	45.9
3148510	65.1
3148601	31.2
3148602	55.6
3148604	43.5
3148605	45.1
3148606	33.1
3148607	47.4
3148608	56.3
3148610	47.7
3148611	45.6
3148613	61.2
3148615	63.7
3148616	75.8
3148617	63.6
3148618	40.2
3148619	62.8
3148620	59.5
3148621	42.4
3148622	51.3
3148623	63.3
3148624	57.1
3148702	50.9
3148703	54.8
3148704	57.9
3148705	76.8
3148706	71.9
3148707	72.1
3148710	77.8
3148711	77.7
3148712	46.3
3148713	60.1
3148714	70.5
3148715	70.7
3148716	76.1
3148719	65.1
3148720	77.3
3148801	50.9
3148802	59
3148803	65.2
3148807	54.1
3148808	59.4
3148809	45.6
3148810	58.8
3148811	65.8
3148812	56.9
3148813	51.9
3148814	55.4
3148815	55.9
3148816	56.1
3148901	57.3
3148902	56.9
3148903	57.6
3148905	61.1
3148906	64.7
3148907	71.6
3148908	55.6
3148909	67.1
3148911	47.2
3148912	42.6
3148913	52.1
3148915	57.7
3149001	70.1
3149002	69.2
3149003	60.8
3149004	53.2
3149005	67.7
3149006	64.5
3149007	65.4
3149008	54.2
3149009	51.4
3149010	67
3149012	67.9
3149013	53.1
3149014	67.6
3149016	58
3149017	60
3149018	56.2
3149019	53.8
3149020	51.1
3149021	70.8
3149022	30.3
3149102	62
3149103	48.1
3149104	42
3149105	54.9
3149106	36.8
3149107	56.1
3149108	53
3149109	49.7
3149110	49.6
3149111	55.2
3149112	58.1
