SA1_7DIGITCODE_2016	persons
3142005	580
3142006	801
3142007	565
3142008	12
3142010	273
3142012	298
3142013	461
3142015	698
3142016	491
3142017	716
3142018	275
3142019	405
3142020	682
3142021	571
3142022	542
3142024	515
3142025	274
3142026	757
3142027	436
3142028	484
3142029	422
3142030	428
3142031	353
3142032	245
3142033	794
3142034	1668
3142035	1234
3142036	470
3142037	397
3142038	709
3142039	263
3142040	535
3142041	955
3142101	434
3142102	393
3142103	490
3142104	305
3142105	1035
3142106	418
3142107	337
3142108	372
3142109	646
3142110	378
3142111	316
3142112	371
3142113	494
3142114	8
3142115	479
3142116	556
3142117	365
3142118	492
3142119	405
3142120	399
3142121	472
3142122	335
3142123	588
3142124	601
3142125	423
3142127	383
3142128	351
3142201	266
3142202	370
3142203	220
3142204	292
3142205	370
3142206	310
3142207	411
3142208	512
3142209	471
3142210	396
3142211	347
3142212	370
3142213	485
3142214	451
3142215	253
3142216	406
3142217	515
3142218	412
3142219	495
3142220	494
3142302	334
3142303	298
3142304	385
3142305	325
3142306	345
3142307	485
3142308	420
3142309	312
3142311	505
3142313	219
3142314	377
3142315	283
3142316	327
3142317	363
3142318	307
3142319	454
3142320	562
3142321	650
3142323	605
3142324	5
3142325	359
3142326	553
3142327	313
3142328	405
3142329	320
3142401	618
3142402	368
3142403	576
3142404	391
3142405	529
3142406	448
3142407	660
3142408	638
3142409	601
3142410	623
3142411	454
3142412	1932
3142501	266
3142502	448
3142503	554
3142504	202
3142505	371
3142506	413
3142507	507
3142508	389
3142509	412
3142510	654
3142511	292
3142512	435
3142513	465
3142514	373
3142515	390
3142517	541
3142518	527
3142519	467
3142520	401
3142521	434
3142522	306
3142523	389
3142524	606
3142525	349
3142526	439
3142528	328
3142530	261
3142532	393
3142533	153
3142534	444
3142535	579
3142536	464
3142537	336
3142538	709
3142539	266
3142601	556
3142602	375
3142603	471
3142604	521
3142605	462
3142606	327
3142607	125
3142608	303
3142609	7
3142610	462
3142611	449
3142612	361
3142613	269
3142614	382
3142615	588
3142616	482
3142617	460
3142618	285
3142619	527
3142620	424
3142621	505
3142623	471
3142624	457
3142625	248
3142626	463
3142627	407
3142628	473
3142701	366
3142702	660
3142703	498
3142704	587
3142705	320
3142706	364
3142707	488
3142708	395
3142709	531
3142710	596
3142711	449
3142712	598
3142713	401
3142714	474
3142715	427
3142716	394
3142717	551
3142718	495
3142719	457
3142720	453
3142721	227
3142722	533
3142723	1256
3142725	363
3142726	387
3142727	362
3142728	291
3142729	483
3142730	414
3142731	326
3142732	454
3142733	494
3142734	221
3142735	686
3142736	457
3142737	307
3142738	385
3142739	483
3142740	436
3142742	187
3142743	364
3142744	242
3142745	297
3142801	344
3142802	302
3142803	608
3142804	324
3142805	638
3142806	324
3142807	207
3142808	628
3142809	424
3142810	281
3142811	449
3142812	401
3142813	335
3142814	643
3142815	315
3142816	310
3142817	220
3142818	472
3142819	610
3142820	539
3142821	708
3142822	339
3142823	330
3142824	387
3142825	448
3142826	403
3142827	267
3142828	425
3143401	127
3143402	359
3143403	395
3143404	247
3143405	263
3143406	814
3143407	274
3143410	376
3143411	465
3143412	314
3143413	496
3143414	353
3143502	432
3143503	341
3143504	354
3143505	320
3143506	164
3143507	484
3143508	455
3143509	547
3143510	233
3143512	426
3143513	581
3143514	609
3143515	380
3143516	294
3143517	431
3143518	444
3143519	705
3143520	118
3143521	137
3143524	1283
3143701	274
3143702	200
3143703	373
3143704	494
3143705	247
3143706	410
3143707	394
3143708	656
3143709	350
3143710	517
3143711	7
3143712	164
3143714	496
3143716	433
3143717	212
3143718	364
3143719	386
3143720	291
3143721	272
3143801	205
3143802	412
3143803	318
3143804	416
3143805	594
3143806	424
3143807	337
3143808	227
3143809	367
3143810	241
3143811	503
3143812	437
3143813	373
3143814	462
3143815	266
3143816	525
3143817	493
3143818	350
3143819	357
3143820	547
3143821	455
3143822	243
3143823	315
3143824	298
3143826	7
3143827	468
3143828	283
3143829	407
3143901	480
3143902	514
3143903	366
3143904	369
3143905	324
3143907	565
3143908	650
3143910	494
3143912	299
3143913	406
3143914	401
3143915	455
3143916	514
3143917	358
3143918	565
3143919	349
3143920	436
3143921	649
3144001	343
3144002	237
3144003	278
3144004	788
3144005	278
3144007	138
3144008	574
3144009	289
3144010	278
3144011	330
3144012	253
3144013	217
3144014	345
3144015	567
3144016	406
3144017	409
3144018	383
3144019	475
3144020	342
3144021	618
3144022	205
3144023	255
3144024	540
3144101	269
3144103	139
3144104	324
3144105	406
3144106	817
3144107	220
3144109	535
3144110	350
3144111	351
3144112	160
3144113	387
3144114	293
3144115	714
3144116	366
3144117	497
3144201	386
3144202	156
3144203	323
3144204	405
3144205	472
3144206	309
3144207	334
3144208	423
3144209	263
3144210	312
3144212	412
3144213	449
3144214	162
3144215	536
3144216	442
3144217	262
3144218	312
3144219	261
3144220	379
3144221	327
3144222	292
3144223	506
3144224	305
3144225	408
3144226	619
3144227	274
3144229	237
3144230	205
3144231	382
3144301	282
3144302	388
3144303	537
3144304	298
3144305	343
3144306	226
3144307	338
3144308	223
3144309	328
3144310	415
3144311	349
3144313	293
3144314	255
3144315	353
3144316	283
3144317	330
3144318	214
3144319	369
3144320	431
3144401	407
3144402	252
3144403	403
3144404	366
3144405	470
3144406	253
3144407	380
3144408	484
3144409	406
3144410	334
3144411	423
3144412	441
3144413	320
3144414	556
3144415	208
3144416	519
3144417	498
3144418	237
3144419	319
3144420	252
3144421	565
3144422	381
3144423	380
3144424	409
3144425	499
3144426	338
3144427	293
3144428	213
3144501	175
3144502	369
3144503	345
3144504	265
3144505	981
3144506	462
3144509	299
3144510	367
3144511	396
3144512	272
3144513	474
3144514	270
3144515	440
3144516	472
3144517	377
3144521	635
3144522	363
3144601	444
3144602	337
3144603	510
3144604	605
3144605	538
3144606	374
3144607	453
3144608	170
3144609	518
3144610	527
3144611	538
3144613	674
3144614	770
3144615	471
3144616	290
3144617	314
3144618	312
3144619	638
3144620	227
3144621	538
3144622	371
3144623	503
3144624	469
3144625	228
3144626	384
3144627	612
3144628	575
3144629	392
3144630	361
3144631	609
3144701	238
3144702	700
3144703	374
3144704	530
3144705	479
3144706	456
3144707	321
3144708	275
3144709	530
3144710	560
3144711	779
3144712	592
3144713	287
3144714	489
3144715	416
3144716	394
3144717	271
3144718	501
3144719	346
3144720	682
3144721	516
3144722	460
3144801	467
3144802	502
3144803	270
3144804	328
3144805	408
3144806	193
3144807	574
3144808	239
3144809	486
3144810	561
3144811	217
3144812	374
3144813	216
3144814	362
3144815	255
3144816	593
3144818	409
3144819	583
3144820	383
3144901	295
3144902	256
3144903	604
3144904	435
3144905	445
3144906	313
3144907	490
3144908	483
3144909	607
3144910	416
3144911	190
3144912	424
3144913	240
3144915	574
3144916	636
3145001	327
3145002	278
3145004	571
3145006	377
3145008	488
3145009	262
3145010	394
3145011	535
3145012	211
3145013	423
3145014	353
3145015	363
3145016	569
3145017	381
3145018	275
3145019	396
3145020	254
3145021	486
3145023	314
3145024	383
3145025	489
3145026	408
3145027	697
3145028	353
3145029	338
3145030	670
3145031	305
3145032	395
3145033	451
3145034	305
3145035	331
3145036	802
3145101	246
3145102	197
3145103	310
3145104	306
3145105	327
3145106	429
3145107	214
3145108	327
3145109	653
3145110	184
3145111	296
3145112	221
3145113	301
3145114	436
3145115	392
3145116	366
3145117	516
3145118	234
3145119	173
3145120	398
3145121	380
3145122	528
3145123	270
3145124	378
3145125	319
3145126	232
3145128	220
3145129	219
3145130	280
3145131	184
3145132	873
3145133	337
3145134	275
3145135	348
3145201	506
3145203	415
3145204	309
3145205	325
3145206	469
3145207	493
3145208	349
3145209	367
3145210	223
3145211	303
3145212	417
3145213	396
3145214	370
3145215	343
3145216	436
3145217	409
3145218	365
3145219	649
3145301	286
3145302	340
3145303	493
3145304	337
3145305	431
3145306	462
3145307	225
3145308	379
3145309	533
3145310	397
3145311	265
3145312	312
3145313	382
3145314	238
3145315	384
3145316	560
3145317	584
3145318	331
3145319	246
3145320	557
3145321	413
3145322	320
3145323	437
3145324	416
3145325	261
3145401	280
3145402	173
3145403	231
3145404	406
3145405	532
3145406	424
3145407	493
3145408	579
3145409	443
3145410	432
3145411	401
3145412	361
3145413	365
3145414	386
3145415	237
3145501	486
3145502	611
3145503	317
3145504	319
3145505	343
3145506	314
3145507	481
3145508	283
3145509	451
3145510	509
3145511	249
3145512	508
3145513	373
3145514	272
3145515	283
3145516	368
3145517	323
3145518	491
3145519	340
3145520	440
3145521	17
3145522	284
3145523	254
3145601	416
3145602	390
3145603	317
3145604	431
3145605	200
3145606	331
3145607	413
3145608	335
3145609	397
3145610	366
3145611	452
3145612	261
3145613	324
3145614	311
3145615	289
3145616	265
3145617	296
3145618	495
3145619	390
3145620	420
3145621	290
3145622	572
3145623	395
3145624	496
3145625	482
3145626	400
3145627	299
3145628	376
3145629	422
3145630	391
3145631	272
3145632	309
3145633	370
3145634	449
3145635	319
3145636	174
3145637	262
3145701	541
3145702	446
3145703	333
3145704	276
3145705	364
3145706	447
3145707	214
3145708	328
3145709	322
3145710	405
3145711	213
3145712	389
3145713	381
3145714	303
3145715	168
3145716	338
3145717	394
3145718	440
3145719	334
3145720	312
3145721	326
3145722	532
3145723	460
3145724	306
3145725	571
3145726	27
3145727	473
3145728	131
3145801	342
3145803	200
3145804	281
3145805	431
3145806	943
3145808	414
3145809	337
3145810	412
3145811	563
3145812	1225
3145813	357
3145816	436
3145817	292
3145818	240
3145819	386
3145820	297
3145821	198
3145822	292
3145823	259
3145824	735
3145825	256
3145826	282
3145827	11
3145828	243
3145829	493
3145830	278
3145831	475
3145832	420
3145833	384
3145834	483
3145835	336
3145836	539
3145837	151
3145901	233
3145902	262
3145903	228
3145904	261
3145905	345
3145906	377
3145907	330
3145908	377
3145909	330
3145910	310
3145911	271
3145912	450
3145913	273
3145914	387
3145915	237
3145917	326
3145918	494
3145919	227
3145920	344
3145921	566
3145922	91
3145923	543
3145924	468
3145925	557
3145926	383
3145927	304
3145928	4
3145929	232
3145930	311
3145931	558
3145932	339
3145933	322
3145934	431
3145935	569
3145936	376
3145937	396
3145938	511
3145939	285
3146001	367
3146002	323
3146003	487
3146004	520
3146006	552
3146007	255
3146008	217
3146009	565
3146010	305
3146011	484
3146012	443
3146013	298
3146014	365
3146015	401
3146016	552
3146017	596
3146018	388
3146019	335
3146020	202
3146021	329
3146022	277
3146023	194
3146024	296
3146025	344
3146101	416
3146102	466
3146103	234
3146104	543
3146105	224
3146106	441
3146107	329
3146108	258
3146109	336
3146110	271
3146111	212
3146112	338
3146113	381
3146114	199
3146115	270
3146116	240
3146117	234
3146118	255
3146119	344
3146120	326
3146121	250
3146122	217
3146123	321
3146124	330
3146125	490
3146201	375
3146202	195
3146203	421
3146204	250
3146205	405
3146206	121
3146207	593
3146208	503
3146209	457
3146210	256
3146211	250
3146212	255
3146213	279
3146214	217
3146215	352
3146216	266
3146217	363
3146218	463
3146219	339
3146220	384
3146221	413
3146222	340
3146223	137
3146224	486
3146302	231
3146303	465
3146304	223
3146305	640
3146306	389
3146307	240
3146308	324
3146309	190
3146310	277
3146311	485
3146312	151
3146313	137
3146401	313
3146402	381
3146403	406
3146404	368
3146405	563
3146406	226
3146407	381
3146408	323
3146409	484
3146410	245
3146411	330
3146412	76
3146413	78
3146414	254
3146501	277
3146502	346
3146503	229
3146504	380
3146505	400
3146506	318
3146507	310
3146508	322
3146509	203
3146510	388
3146511	10
3146512	278
3146513	327
3146514	289
3146515	526
3146516	426
3146517	438
3146518	320
3146519	266
3146520	403
3146601	2446
3146701	424
3146702	276
3146704	352
3146705	449
3146706	419
3146707	334
3146708	485
3146709	172
3146710	344
3146711	295
3146712	277
3146713	339
3146715	231
3146716	129
3146717	253
3146801	423
3146802	228
3146803	231
3146804	278
3146805	229
3146806	243
3146807	273
3146808	321
3146810	321
3146811	1491
3146812	472
3146813	247
3146815	452
3146816	293
3146817	383
3146818	337
3146819	279
3146820	446
3146821	227
3146822	430
3146823	267
3146824	415
3146825	255
3146826	211
3146827	437
3146828	434
3146829	457
3146901	370
3146902	336
3146903	419
3146904	460
3146905	560
3146906	377
3146907	412
3146908	84
3146909	269
3147001	317
3147002	372
3147003	584
3147004	431
3147007	218
3147008	419
3147012	410
3147013	323
3147014	468
3147015	423
3147016	518
3147017	709
3147018	413
3147019	365
3147020	376
3147021	506
3147022	401
3147101	500
3147102	483
3147103	755
3147104	325
3147105	221
3147106	345
3147107	336
3147108	217
3147109	397
3147110	276
3147111	484
3147112	562
3147113	408
3147114	477
3147115	402
3147117	304
3147118	446
3147119	76
3147120	351
3147121	438
3147122	167
3147123	474
3147125	296
3147126	232
3147127	301
3147128	214
3147129	361
3147130	537
3147131	100
3147201	450
3147202	421
3147203	464
3147204	305
3147205	232
3147206	244
3147207	461
3147208	313
3147209	401
3147210	408
3147211	283
3147212	246
3147213	416
3147214	564
3147215	327
3147216	394
3147301	645
3147302	657
3147304	493
3147305	589
3147306	553
3147309	530
3147310	258
3147311	437
3147313	902
3147314	490
3147316	401
3147317	32
3147318	448
3147319	359
3147321	282
3147322	428
3147323	462
3147324	270
3147325	457
3147326	413
3147327	237
3147328	487
3147329	537
3147331	555
3147332	401
3147333	344
3147334	1685
3147335	101
3147336	360
3147337	358
3147338	348
3147339	241
3147340	620
3147341	536
3147342	735
3147343	403
3147344	451
3147345	489
3147346	1449
3147347	489
3147348	965
3147349	241
3147350	316
3147351	511
3147352	457
3147401	208
3147402	538
3147403	447
3147404	248
3147405	457
3147406	671
3147407	283
3147408	722
3147409	895
3147410	357
3147411	903
3147412	889
3147413	146
3147414	527
3147415	97
3147416	346
3147501	473
3147502	351
3147503	484
3147504	370
3147505	481
3147506	467
3147507	331
3147508	266
3147509	259
3147510	68
3147511	335
3147512	473
3147513	535
3147514	101
3147515	481
3147516	578
3147517	470
3147601	336
3147602	352
3147603	395
3147604	532
3147605	364
3147606	297
3147607	502
3147608	317
3147609	301
3147610	305
3147611	241
3147612	437
3147613	462
3147614	432
3147615	230
3147616	305
3147617	281
3147618	452
3147619	488
3147620	314
3147621	394
3147701	453
3147702	252
3147703	514
3147704	354
3147705	410
3147706	429
3147707	312
3147708	375
3147709	348
3147710	301
3147711	285
3147801	273
3147802	241
3147803	266
3147804	396
3147805	454
3147806	202
3147807	108
3147808	367
3147809	277
3147810	336
3147811	356
3147812	637
3147813	434
3147814	375
3147815	427
3147901	408
3147902	275
3147903	466
3147904	341
3147905	494
3147906	465
3147907	345
3147908	254
3147909	548
3147912	339
3147914	422
3147915	290
3148001	393
3148003	1107
3148004	578
3148005	271
3148006	93
3148007	202
3148008	317
3148009	417
3148011	587
3148012	550
3148013	496
3148014	572
3148015	405
3148016	462
3148017	497
3148018	463
3148019	327
3148021	386
3148022	383
3148023	315
3148024	192
3148025	320
3148026	364
3148027	230
3148028	366
3148029	324
3148101	350
3148102	444
3148103	476
3148104	401
3148105	472
3148106	317
3148107	232
3148108	430
3148109	309
3148110	264
3148111	231
3148112	390
3148113	270
3148114	269
3148115	231
3148116	258
3148117	292
3148118	489
3148119	309
3148120	175
3148121	239
3148122	238
3148123	196
3148124	521
3148201	303
3148202	305
3148203	531
3148204	237
3148205	296
3148206	360
3148207	556
3148208	438
3148209	217
3148211	343
3148212	297
3148213	203
3148214	486
3148215	328
3148217	290
3148218	292
3148219	299
3148220	261
3148221	269
3148222	356
3148223	450
3148224	284
3148225	472
3148226	369
3148227	275
3148228	257
3148229	147
3148230	154
3148231	304
3148232	651
3148233	327
3148234	181
3148235	394
3148236	362
3148237	333
3148238	313
3148239	417
3148240	286
3148241	498
3148242	601
3148243	461
3148244	366
3148245	263
3148247	432
3148248	298
3148301	363
3148302	376
3148304	301
3148305	34
3148306	462
3148308	248
3148310	252
3148311	187
3148312	108
3148401	463
3148402	572
3148403	417
3148404	353
3148405	315
3148408	390
3148410	692
3148411	517
3148412	288
3148413	486
3148415	312
3148416	433
3148418	351
3148419	304
3148420	366
3148422	428
3148423	1154
3148424	723
3148425	709
3148501	206
3148502	336
3148503	362
3148504	512
3148505	395
3148506	231
3148507	541
3148508	317
3148509	261
3148510	449
3148601	602
3148602	372
3148604	389
3148605	240
3148606	360
3148607	292
3148608	694
3148610	205
3148611	411
3148613	150
3148615	514
3148616	83
3148617	284
3148618	183
3148619	369
3148620	250
3148621	39
3148622	242
3148623	433
3148624	246
3148702	248
3148703	265
3148704	248
3148705	537
3148706	467
3148707	447
3148710	783
3148711	611
3148712	300
3148713	444
3148714	308
3148715	351
3148716	745
3148717	3
3148719	392
3148720	407
3148801	565
3148802	357
3148803	416
3148807	458
3148808	398
3148809	335
3148810	381
3148811	431
3148812	197
3148813	384
3148814	272
3148815	407
3148816	611
3148901	487
3148902	414
3148903	329
3148904	8
3148905	383
3148906	374
3148907	250
3148908	307
3148909	593
3148911	286
3148912	155
3148913	453
3148915	256
3149001	613
3149002	474
3149003	614
3149004	702
3149005	467
3149006	691
3149007	424
3149008	356
3149009	513
3149010	347
3149012	359
3149013	247
3149014	376
3149016	439
3149017	467
3149018	464
3149019	437
3149020	469
3149021	359
3149022	236
3149101	923
3149102	375
3149103	343
3149104	253
3149105	265
3149106	294
3149107	400
3149108	436
3149109	541
3149110	454
3149111	411
3149112	330
3149113	275
3149114	154
3149115	174
3149117	224
3149118	247
3149201	479
3149202	476
3149203	304
3149204	377
3149205	586
3149206	340
3149207	457
3149208	453
3149209	310
3149210	353
3149211	223
3149212	860
3149301	688
3149302	910
3149303	244
3149304	254
3149305	242
3149306	729
3149307	313
3149308	592
3149309	756
3149310	513
3149311	277
3149312	337
3149313	230
3149314	570
3149315	426
3149316	535
3149317	337
3149318	415
3149319	379
3149320	567
3149321	416
3149323	406
3149324	689
3149325	622
3149326	520
3149327	423
3149328	588
3149329	300
3149330	415
3149331	525
3149332	247
3149333	564
3149334	541
3149335	603
3149336	421
3149401	949
3149402	510
3149403	432
3149404	471
3149405	278
3149406	448
3149407	1045
3149408	236
3149409	334
3149501	414
3149502	328
3149503	295
3149504	316
3149505	206
3149506	367
3149507	353
3149508	365
3149509	459
3149510	503
3149511	261
3149512	349
3149513	386
3149514	570
3149515	404
3149516	250
3149517	286
3149601	295
3149602	536
3149603	346
3149604	429
3149605	253
3149606	835
3149607	329
3149608	483
3149609	503
3149610	240
3149611	425
3149612	589
3149613	210
3149701	290
3149702	256
3149703	563
3149704	347
3149705	443
3149706	333
3149707	400
3149708	247
3149709	551
3149710	204
3149711	360
3149712	253
3149713	254
3149714	356
3149715	331
3149716	232
3149717	369
3149718	193
3149719	197
3149720	297
3149721	409
3149722	315
3149801	448
3149803	346
3149804	348
3149805	421
3149806	270
3149807	190
3149808	475
3149809	469
3149810	274
3149811	328
3149812	155
3149813	528
3149814	533
3149815	359
3149816	283
3149817	414
3149818	501
3149819	520
3149820	390
3149821	249
3149822	350
3149823	600
3149824	412
3149901	295
3149902	415
3149903	387
3149904	376
3149905	533
3149906	357
3149907	628
3149908	229
3149909	296
3149910	518
3149911	349
3149912	364
3149913	459
3149914	321
3149915	297
3149916	207
3149917	430
3149919	387
3149920	381
3149921	229
3149922	436
3149923	285
3149924	223
3149925	229
3149926	313
3149927	315
3149928	191
3149929	138
3149930	253
3150001	227
3150002	325
3150003	167
3150004	458
3150005	312
3150006	512
3150007	479
3150008	270
3150009	381
3150010	346
3150011	233
3150012	478
3150013	214
3150014	380
3150015	393
3150017	685
3150018	447
3150019	386
3150020	33
3150021	251
3150022	428
3150101	441
3150102	345
3150103	485
3150104	235
3150105	384
3150106	432
3150107	418
3150108	336
3150109	474
3150110	350
3150111	399
3150112	274
3150113	346
3150114	591
3150115	105
3150201	351
3150202	533
3150203	404
3150204	732
3150205	317
3150206	349
3150207	581
3150208	350
3150209	366
3150210	336
3150211	307
3150212	289
3150213	424
3150214	378
3150215	615
3150216	313
3150217	337
3150218	513
3150219	401
3150220	468
3150221	428
3150222	295
3150223	224
3150224	307
3150225	455
3150226	258
3150227	370
3150301	415
3150302	328
3150303	424
3150304	541
3150305	157
3150306	427
3150307	276
3150308	369
3150309	388
3150310	262
3150311	434
3150312	275
3150313	243
3150314	310
3150315	371
3150316	267
3150317	365
3150318	401
3150319	234
3150320	180
3150401	315
3150402	299
3150403	508
3150404	368
3150405	228
3150406	293
3150407	421
3150408	436
3150409	323
3150410	410
3150411	207
3150412	441
3150413	556
3150414	316
3150501	439
3150502	488
3150503	267
3150504	435
3150505	152
3150506	243
3150507	370
3150508	284
3150509	220
3150511	720
3150512	478
3150513	363
3150514	347
3150515	212
3150516	420
3150517	269
3150518	220
3150519	613
3150520	442
3150521	337
3150522	683
3150523	438
3150524	427
3150525	535
3150526	428
3150527	466
3150601	347
3150602	262
3150603	335
3150604	409
3150605	361
3150606	310
3150607	252
3150608	210
3150609	273
3150610	283
3150611	281
3150612	428
3150613	1269
3150614	586
3150615	287
3150616	447
3150617	330
3150618	236
3150619	269
3150620	363
3150621	304
3150622	323
3150623	274
3150624	496
3150625	618
3150701	187
3150702	315
3150703	311
3150704	323
3150705	292
3150706	169
3150707	271
3150708	250
3150709	269
3150710	179
3150711	197
3150712	348
3150713	302
3150714	499
3150801	246
3150802	190
3150803	275
3150804	349
3150805	202
3150806	206
3150808	162
3150809	296
3150810	319
3150811	12
3150812	299
3150813	320
3150814	245
3150815	190
3150816	281
3150817	234
3150901	367
3150902	351
3150903	475
3150904	272
3150905	401
3150906	428
3150907	242
3150908	371
3150909	359
3150910	208
3150911	258
3150912	237
3150913	248
3150914	318
3150915	360
3150916	438
3150917	316
3150918	200
3150919	433
3150920	425
3150921	517
3150922	315
3150923	507
3150924	465
3150925	577
3150926	229
3150927	357
3151001	10
3151101	446
3151102	369
3151103	440
3151104	524
3151105	283
3151106	408
3151107	410
3151108	538
3151110	311
3151112	6
3151113	87
3151114	482
3151115	89
3151116	512
3151117	371
3151118	160
3151119	302
3151120	335
3151121	200
3151204	543
3151205	473
3151206	577
3151207	205
3151208	189
3151209	390
3151210	233
3151211	381
3151212	444
3151213	412
3151214	136
3151215	322
3151216	284
3151217	410
3151218	487
3151219	503
3151220	476
3151221	300
3151222	408
3151223	628
3151224	263
3151225	297
3151226	357
3151227	246
3151228	297
3151229	550
3151230	284
3151231	408
3151232	333
3151233	578
3151234	730
3151235	336
3151236	458
3151237	528
3151238	294
3151239	440
3151302	470
3151303	556
3151304	557
3151305	610
3151306	263
3151307	607
3151308	334
3151309	402
3151310	505
3151311	626
3151312	331
3151314	302
3151315	494
3151316	308
3151317	388
3151401	378
3151402	462
3151403	531
3151404	469
3151405	390
3151406	437
3151408	278
3151409	554
3151410	233
3151411	336
3151412	112
3151413	326
3151414	421
3151415	410
3151416	333
3151417	307
3151418	538
3151420	223
3151421	197
3151422	443
3151423	168
3151424	318
3151425	169
3151426	257
3151427	291
3151428	468
3151429	428
3151430	592
3151431	499
3151432	275
3151433	485
3151434	329
3151435	394
3151436	457
3151437	321
3151438	453
3151439	186
3151440	517
3151441	333
3151442	422
3151443	273
3151444	354
3151445	316
3151446	463
3151447	261
3151448	409
3151449	197
3151450	465
3151451	503
3151452	224
3151453	362
3151501	432
3151502	279
3151503	510
3151504	473
3151505	326
3151506	312
3151507	246
3151508	272
3151509	286
3151510	277
3151511	287
3151601	351
3151602	747
3151603	234
3151605	865
3151606	279
3151607	437
3151608	234
3151609	355
3151610	672
3151611	422
3151701	320
3151702	426
3151703	354
3151704	378
3151705	358
3151706	451
3151707	506
3151708	270
3151709	420
3151710	306
3151711	300
3151712	731
3151801	448
3151802	406
3151803	518
3151804	1122
3151805	419
3151806	501
3151807	493
3151808	349
3151809	393
3151810	246
3151811	398
3151812	312
3151814	815
3151815	381
3151816	352
3151817	474
3151820	291
3151821	381
3151822	525
3151823	404
3151824	537
3151825	524
3151826	393
3151827	439
3151828	525
3151829	477
3151831	371
3151832	464
3151833	426
3151834	565
3151902	599
3151903	400
3151904	265
3151905	558
3151906	445
3151907	336
3151908	473
3151909	363
3151910	328
3151911	416
3151912	450
3151913	225
3151914	418
3151915	415
3152001	425
3152002	446
3152003	388
3152004	196
3152005	368
3152006	236
3152007	675
3152008	426
3152009	398
3152010	415
3152011	352
3152012	258
3152013	314
3152014	408
3152015	388
3152016	308
3152017	490
3152018	516
3152019	613
3152020	561
3152021	467
3152022	468
3152023	548
3152024	453
3152025	382
3152026	691
3152027	366
3152028	520
3152029	316
3152030	481
3152031	328
3152033	328
3152034	282
3152035	524
3152036	407
3152037	250
3152101	526
3152102	246
3152103	423
3152104	320
3152105	305
3152106	407
3152107	579
3152108	247
3152109	613
3152110	349
3152111	318
3152112	326
3152113	474
3152114	426
3152115	340
3152116	510
3152117	780
3152118	335
3152119	261
3152120	316
3152121	484
3152122	355
3152123	601
3152124	108
3152126	284
3152127	431
3152128	832
3152130	456
3152131	498
3152132	462
3152201	499
3152202	712
3152203	481
3152204	320
3152205	256
3152206	479
3152207	405
3152208	648
3152209	316
3152210	9
3152211	401
3152212	383
3152213	656
3152214	339
3152215	267
3152216	328
3152217	177
3152218	409
3152219	413
3152220	346
3152221	285
3152222	396
3152223	376
3152224	52
3152225	297
3152226	325
3152301	429
3152302	475
3152303	429
3152304	346
3152305	577
3152307	491
3152308	334
3152309	132
3152401	579
3152402	304
3152403	467
3152404	265
3152405	317
3152406	274
3152407	273
3152408	315
3152409	286
3152410	324
3152411	549
3152412	469
3152413	366
3152414	565
3152415	290
3152416	387
3152417	326
3152418	273
3152419	479
3152420	368
3152421	566
3152422	309
3152423	207
3152424	305
3152425	492
3152426	250
3152427	433
3152428	267
3152429	461
3152430	297
3152431	275
3152432	385
3152433	324
3152434	363
3152435	329
3152436	251
3152437	317
3152439	584
3152441	378
3152442	432
3152443	352
3152444	311
3152445	323
3152446	349
3152447	411
3152448	195
3152449	259
3152450	179
3152451	294
3152452	240
3152453	619
3152501	608
3152502	841
3152503	302
3152504	281
3152505	842
3152506	102
3152507	361
3152508	505
3152509	360
3152510	262
3152511	262
3152512	427
3152513	296
3152514	467
3152515	7
3152516	207
3152517	364
3152518	460
3152519	219
3152520	336
3152521	481
3152522	408
3152601	563
3152602	267
3152603	175
3152604	495
3152605	405
3152606	604
3152607	456
3152608	543
3152609	492
3152610	331
3152611	366
3152612	495
3152613	282
3152701	320
3152702	432
3152703	467
3152704	528
3152705	427
3152706	645
3152707	539
3152708	286
3152709	511
3152710	343
3152711	131
3152712	204
3152713	274
3152714	276
3152715	477
3152716	373
3152717	398
3152718	584
3152719	473
3152720	421
3152721	254
3152722	357
3152724	281
3152801	186
3152802	244
3152803	389
3152804	227
3152805	352
3152806	296
3152807	382
3152808	234
3152809	218
3152810	296
3152811	267
3152812	300
3152813	240
3152815	368
3152816	468
3152817	238
3152818	178
3152819	215
3152820	438
3152821	266
3152822	264
3152823	245
3152824	229
3152825	192
3152826	235
3152827	234
3152828	237
3152829	297
3152830	393
3152831	144
3152832	287
3152901	227
3152902	444
3152903	176
3152904	384
3152905	264
3152906	39
3152907	257
3152908	314
3152909	327
3152910	316
3152911	563
3152913	386
3152914	646
3152915	389
3152916	170
3152917	300
3152918	237
3152919	324
3153001	456
3153002	643
3153003	14
3153004	382
3153005	456
3153006	3
3153007	372
3153008	404
3153009	474
3153010	337
3153011	69
3153012	346
3153013	144
3153014	253
3153015	438
3153016	330
3153017	501
3153018	188
3153019	222
3153101	680
3153102	376
3153103	349
3153105	284
3153106	766
3153107	374
3153108	340
3153109	448
3153110	358
3153111	449
3153112	466
3153113	254
3153114	416
3153115	648
3153116	545
3153117	443
3153118	633
3153119	314
3153120	359
3153121	621
3153122	362
3153123	415
3153201	18
3153302	976
3153303	2538
3153305	264
3153306	397
3153307	332
3153308	465
3153309	331
3153310	335
3153311	500
3153312	318
3153313	333
3153314	386
3153315	278
3153316	545
